delta,trial,S_count,I_count,R_count,S_proportion,I_proportion,R_proportion
8.5,39,40,0,0,1.0,0.0,0.0
8.5,40,40,0,0,1.0,0.0,0.0
8.5,41,40,0,0,1.0,0.0,0.0
8.5,42,40,0,0,1.0,0.0,0.0
8.5,43,40,0,0,1.0,0.0,0.0
8.5,44,40,0,0,1.0,0.0,0.0
8.5,45,40,0,0,1.0,0.0,0.0
8.5,46,40,0,0,1.0,0.0,0.0
8.5,47,40,0,0,1.0,0.0,0.0
8.5,48,40,0,0,1.0,0.0,0.0
8.5,49,40,0,0,1.0,0.0,0.0
8.5,50,40,0,0,1.0,0.0,0.0
8.5,51,40,0,0,1.0,0.0,0.0
8.5,52,40,0,0,1.0,0.0,0.0
8.5,53,40,0,0,1.0,0.0,0.0
8.5,54,40,0,0,1.0,0.0,0.0
8.5,55,40,0,0,1.0,0.0,0.0
8.5,56,17,6,17,0.425,0.15,0.425
8.5,57,40,0,0,1.0,0.0,0.0
8.5,58,40,0,0,1.0,0.0,0.0
8.5,59,40,0,0,1.0,0.0,0.0
8.5,60,40,0,0,1.0,0.0,0.0
8.5,61,40,0,0,1.0,0.0,0.0
8.5,62,40,0,0,1.0,0.0,0.0
8.5,63,40,0,0,1.0,0.0,0.0
8.5,64,14,14,12,0.35,0.35,0.3
8.5,65,40,0,0,1.0,0.0,0.0
8.5,66,40,0,0,1.0,0.0,0.0
8.5,67,40,0,0,1.0,0.0,0.0
8.5,68,40,0,0,1.0,0.0,0.0
8.5,69,40,0,0,1.0,0.0,0.0
8.5,70,40,0,0,1.0,0.0,0.0
8.5,71,40,0,0,1.0,0.0,0.0
8.5,72,40,0,0,1.0,0.0,0.0
8.5,73,40,0,0,1.0,0.0,0.0
8.5,74,40,0,0,1.0,0.0,0.0
8.5,75,40,0,0,1.0,0.0,0.0
8.5,76,40,0,0,1.0,0.0,0.0
8.5,77,40,0,0,1.0,0.0,0.0
8.5,78,40,0,0,1.0,0.0,0.0
8.5,79,40,0,0,1.0,0.0,0.0
8.5,80,40,0,0,1.0,0.0,0.0
8.5,81,40,0,0,1.0,0.0,0.0
8.5,82,40,0,0,1.0,0.0,0.0
8.5,83,40,0,0,1.0,0.0,0.0
8.5,84,40,0,0,1.0,0.0,0.0
8.5,85,40,0,0,1.0,0.0,0.0
8.5,86,40,0,0,1.0,0.0,0.0
8.5,87,40,0,0,1.0,0.0,0.0
8.5,88,40,0,0,1.0,0.0,0.0
8.5,89,40,0,0,1.0,0.0,0.0
8.5,90,40,0,0,1.0,0.0,0.0
8.5,91,40,0,0,1.0,0.0,0.0
8.5,92,40,0,0,1.0,0.0,0.0
8.5,93,40,0,0,1.0,0.0,0.0
8.5,94,40,0,0,1.0,0.0,0.0
8.5,95,40,0,0,1.0,0.0,0.0
8.5,96,40,0,0,1.0,0.0,0.0
8.5,97,40,0,0,1.0,0.0,0.0
8.5,98,40,0,0,1.0,0.0,0.0
8.5,99,40,0,0,1.0,0.0,0.0
9.0,0,40,0,0,1.0,0.0,0.0
9.0,1,40,0,0,1.0,0.0,0.0
9.0,2,40,0,0,1.0,0.0,0.0
9.0,3,40,0,0,1.0,0.0,0.0
9.0,4,40,0,0,1.0,0.0,0.0
9.0,5,40,0,0,1.0,0.0,0.0
9.0,6,40,0,0,1.0,0.0,0.0
9.0,7,40,0,0,1.0,0.0,0.0
9.0,8,40,0,0,1.0,0.0,0.0
9.0,9,40,0,0,1.0,0.0,0.0
9.0,10,40,0,0,1.0,0.0,0.0
9.0,11,15,17,8,0.375,0.425,0.2
9.0,12,40,0,0,1.0,0.0,0.0
9.0,13,40,0,0,1.0,0.0,0.0
9.0,14,40,0,0,1.0,0.0,0.0
9.0,15,40,0,0,1.0,0.0,0.0
9.0,16,40,0,0,1.0,0.0,0.0
9.0,17,40,0,0,1.0,0.0,0.0
9.0,18,40,0,0,1.0,0.0,0.0
9.0,19,40,0,0,1.0,0.0,0.0
9.0,20,40,0,0,1.0,0.0,0.0
9.0,21,40,0,0,1.0,0.0,0.0
9.0,22,40,0,0,1.0,0.0,0.0
9.0,23,40,0,0,1.0,0.0,0.0
9.0,24,40,0,0,1.0,0.0,0.0
9.0,25,40,0,0,1.0,0.0,0.0
9.0,26,40,0,0,1.0,0.0,0.0
9.0,27,40,0,0,1.0,0.0,0.0
9.0,28,40,0,0,1.0,0.0,0.0
9.0,29,40,0,0,1.0,0.0,0.0
9.0,30,40,0,0,1.0,0.0,0.0
9.0,31,40,0,0,1.0,0.0,0.0
9.0,32,40,0,0,1.0,0.0,0.0
9.0,33,40,0,0,1.0,0.0,0.0
9.0,34,40,0,0,1.0,0.0,0.0
9.0,35,40,0,0,1.0,0.0,0.0
9.0,36,40,0,0,1.0,0.0,0.0
9.0,37,40,0,0,1.0,0.0,0.0
9.0,38,40,0,0,1.0,0.0,0.0
9.0,39,40,0,0,1.0,0.0,0.0
9.0,40,40,0,0,1.0,0.0,0.0
9.0,41,40,0,0,1.0,0.0,0.0
9.0,42,40,0,0,1.0,0.0,0.0
9.0,43,40,0,0,1.0,0.0,0.0
9.0,44,40,0,0,1.0,0.0,0.0
9.0,45,40,0,0,1.0,0.0,0.0
9.0,46,40,0,0,1.0,0.0,0.0
9.0,47,40,0,0,1.0,0.0,0.0
9.0,48,40,0,0,1.0,0.0,0.0
9.0,49,40,0,0,1.0,0.0,0.0
9.0,50,40,0,0,1.0,0.0,0.0
9.0,51,40,0,0,1.0,0.0,0.0
9.0,52,22,7,11,0.55,0.175,0.275
9.0,53,40,0,0,1.0,0.0,0.0
9.0,54,40,0,0,1.0,0.0,0.0
9.0,55,40,0,0,1.0,0.0,0.0
9.0,56,40,0,0,1.0,0.0,0.0
9.0,57,40,0,0,1.0,0.0,0.0
9.0,58,40,0,0,1.0,0.0,0.0
9.0,59,40,0,0,1.0,0.0,0.0
9.0,60,40,0,0,1.0,0.0,0.0
9.0,61,40,0,0,1.0,0.0,0.0
9.0,62,40,0,0,1.0,0.0,0.0
9.0,63,40,0,0,1.0,0.0,0.0
9.0,64,40,0,0,1.0,0.0,0.0
9.0,65,40,0,0,1.0,0.0,0.0
9.0,66,40,0,0,1.0,0.0,0.0
9.0,67,40,0,0,1.0,0.0,0.0
9.0,68,40,0,0,1.0,0.0,0.0
9.0,69,40,0,0,1.0,0.0,0.0
9.0,70,40,0,0,1.0,0.0,0.0
9.0,71,40,0,0,1.0,0.0,0.0
9.0,72,40,0,0,1.0,0.0,0.0
9.0,73,40,0,0,1.0,0.0,0.0
9.0,74,40,0,0,1.0,0.0,0.0
9.0,75,40,0,0,1.0,0.0,0.0
9.0,76,40,0,0,1.0,0.0,0.0
9.0,77,40,0,0,1.0,0.0,0.0
9.0,78,40,0,0,1.0,0.0,0.0
9.0,79,40,0,0,1.0,0.0,0.0
9.0,80,40,0,0,1.0,0.0,0.0
9.0,81,40,0,0,1.0,0.0,0.0
9.0,82,40,0,0,1.0,0.0,0.0
9.0,83,40,0,0,1.0,0.0,0.0
9.0,84,40,0,0,1.0,0.0,0.0
9.0,85,40,0,0,1.0,0.0,0.0
9.0,86,40,0,0,1.0,0.0,0.0
9.0,87,40,0,0,1.0,0.0,0.0
9.0,88,40,0,0,1.0,0.0,0.0
9.0,89,40,0,0,1.0,0.0,0.0
9.0,90,40,0,0,1.0,0.0,0.0
9.0,91,40,0,0,1.0,0.0,0.0
9.0,92,40,0,0,1.0,0.0,0.0
9.0,93,40,0,0,1.0,0.0,0.0
9.0,94,40,0,0,1.0,0.0,0.0
9.0,95,40,0,0,1.0,0.0,0.0
9.0,96,40,0,0,1.0,0.0,0.0
9.0,97,40,0,0,1.0,0.0,0.0
9.0,98,40,0,0,1.0,0.0,0.0
9.0,99,40,0,0,1.0,0.0,0.0
9.5,0,40,0,0,1.0,0.0,0.0
9.5,1,40,0,0,1.0,0.0,0.0
9.5,2,40,0,0,1.0,0.0,0.0
9.5,3,40,0,0,1.0,0.0,0.0
9.5,4,40,0,0,1.0,0.0,0.0
9.5,5,40,0,0,1.0,0.0,0.0
9.5,6,40,0,0,1.0,0.0,0.0
9.5,7,40,0,0,1.0,0.0,0.0
9.5,8,40,0,0,1.0,0.0,0.0
9.5,9,40,0,0,1.0,0.0,0.0
9.5,10,40,0,0,1.0,0.0,0.0
9.5,11,40,0,0,1.0,0.0,0.0
9.5,12,40,0,0,1.0,0.0,0.0
9.5,13,40,0,0,1.0,0.0,0.0
9.5,14,40,0,0,1.0,0.0,0.0
9.5,15,40,0,0,1.0,0.0,0.0
9.5,16,40,0,0,1.0,0.0,0.0
9.5,17,40,0,0,1.0,0.0,0.0
9.5,18,40,0,0,1.0,0.0,0.0
9.5,19,40,0,0,1.0,0.0,0.0
9.5,20,40,0,0,1.0,0.0,0.0
9.5,21,40,0,0,1.0,0.0,0.0
9.5,22,40,0,0,1.0,0.0,0.0
9.5,23,40,0,0,1.0,0.0,0.0
9.5,24,40,0,0,1.0,0.0,0.0
9.5,25,40,0,0,1.0,0.0,0.0
9.5,26,40,0,0,1.0,0.0,0.0
9.5,27,40,0,0,1.0,0.0,0.0
9.5,28,40,0,0,1.0,0.0,0.0
9.5,29,40,0,0,1.0,0.0,0.0
9.5,30,40,0,0,1.0,0.0,0.0
9.5,31,40,0,0,1.0,0.0,0.0
9.5,32,40,0,0,1.0,0.0,0.0
9.5,33,40,0,0,1.0,0.0,0.0
9.5,34,40,0,0,1.0,0.0,0.0
9.5,35,40,0,0,1.0,0.0,0.0
9.5,36,40,0,0,1.0,0.0,0.0
9.5,37,40,0,0,1.0,0.0,0.0
9.5,38,40,0,0,1.0,0.0,0.0
9.5,39,40,0,0,1.0,0.0,0.0
9.5,40,40,0,0,1.0,0.0,0.0
9.5,41,40,0,0,1.0,0.0,0.0
9.5,42,40,0,0,1.0,0.0,0.0
9.5,43,40,0,0,1.0,0.0,0.0
9.5,44,40,0,0,1.0,0.0,0.0
9.5,45,40,0,0,1.0,0.0,0.0
9.5,46,40,0,0,1.0,0.0,0.0
9.5,47,40,0,0,1.0,0.0,0.0
9.5,48,40,0,0,1.0,0.0,0.0
9.5,49,40,0,0,1.0,0.0,0.0
9.5,50,40,0,0,1.0,0.0,0.0
9.5,51,40,0,0,1.0,0.0,0.0
9.5,52,40,0,0,1.0,0.0,0.0
9.5,53,40,0,0,1.0,0.0,0.0
9.5,54,40,0,0,1.0,0.0,0.0
9.5,55,40,0,0,1.0,0.0,0.0
9.5,56,40,0,0,1.0,0.0,0.0
9.5,57,40,0,0,1.0,0.0,0.0
9.5,58,40,0,0,1.0,0.0,0.0
9.5,59,40,0,0,1.0,0.0,0.0
9.5,60,40,0,0,1.0,0.0,0.0
9.5,61,40,0,0,1.0,0.0,0.0
9.5,62,40,0,0,1.0,0.0,0.0
9.5,63,40,0,0,1.0,0.0,0.0
9.5,64,40,0,0,1.0,0.0,0.0
9.5,65,40,0,0,1.0,0.0,0.0
9.5,66,40,0,0,1.0,0.0,0.0
9.5,67,40,0,0,1.0,0.0,0.0
9.5,68,40,0,0,1.0,0.0,0.0
9.5,69,40,0,0,1.0,0.0,0.0
9.5,70,40,0,0,1.0,0.0,0.0
9.5,71,40,0,0,1.0,0.0,0.0
9.5,72,40,0,0,1.0,0.0,0.0
9.5,73,40,0,0,1.0,0.0,0.0
9.5,74,40,0,0,1.0,0.0,0.0
9.5,75,40,0,0,1.0,0.0,0.0
9.5,76,40,0,0,1.0,0.0,0.0
9.5,77,40,0,0,1.0,0.0,0.0
9.5,78,40,0,0,1.0,0.0,0.0
9.5,79,40,0,0,1.0,0.0,0.0
9.5,80,12,12,16,0.3,0.3,0.4
9.5,81,40,0,0,1.0,0.0,0.0
9.5,82,40,0,0,1.0,0.0,0.0
9.5,83,40,0,0,1.0,0.0,0.0
9.5,84,40,0,0,1.0,0.0,0.0
9.5,85,40,0,0,1.0,0.0,0.0
9.5,86,40,0,0,1.0,0.0,0.0
9.5,87,40,0,0,1.0,0.0,0.0
9.5,88,40,0,0,1.0,0.0,0.0
9.5,89,40,0,0,1.0,0.0,0.0
9.5,90,40,0,0,1.0,0.0,0.0
9.5,91,40,0,0,1.0,0.0,0.0
9.5,92,40,0,0,1.0,0.0,0.0
9.5,93,40,0,0,1.0,0.0,0.0
9.5,94,40,0,0,1.0,0.0,0.0
9.5,95,40,0,0,1.0,0.0,0.0
9.5,96,40,0,0,1.0,0.0,0.0
9.5,97,40,0,0,1.0,0.0,0.0
9.5,98,40,0,0,1.0,0.0,0.0
9.5,99,40,0,0,1.0,0.0,0.0
10.0,0,40,0,0,1.0,0.0,0.0
10.0,1,40,0,0,1.0,0.0,0.0
10.0,2,40,0,0,1.0,0.0,0.0
10.0,3,40,0,0,1.0,0.0,0.0
10.0,4,40,0,0,1.0,0.0,0.0
10.0,5,40,0,0,1.0,0.0,0.0
10.0,6,37,0,3,0.925,0.0,0.075
10.0,7,40,0,0,1.0,0.0,0.0
10.0,8,40,0,0,1.0,0.0,0.0
10.0,9,40,0,0,1.0,0.0,0.0
10.0,10,40,0,0,1.0,0.0,0.0
10.0,11,40,0,0,1.0,0.0,0.0
10.0,12,40,0,0,1.0,0.0,0.0
10.0,13,40,0,0,1.0,0.0,0.0
10.0,14,40,0,0,1.0,0.0,0.0
10.0,15,40,0,0,1.0,0.0,0.0
10.0,16,40,0,0,1.0,0.0,0.0
10.0,17,40,0,0,1.0,0.0,0.0
10.0,18,40,0,0,1.0,0.0,0.0
10.0,19,40,0,0,1.0,0.0,0.0
10.0,20,40,0,0,1.0,0.0,0.0
10.0,21,40,0,0,1.0,0.0,0.0
10.0,22,40,0,0,1.0,0.0,0.0
10.0,23,40,0,0,1.0,0.0,0.0
10.0,24,40,0,0,1.0,0.0,0.0
10.0,25,40,0,0,1.0,0.0,0.0
10.0,26,40,0,0,1.0,0.0,0.0
10.0,27,40,0,0,1.0,0.0,0.0
10.0,28,40,0,0,1.0,0.0,0.0
10.0,29,40,0,0,1.0,0.0,0.0
10.0,30,40,0,0,1.0,0.0,0.0
10.0,31,40,0,0,1.0,0.0,0.0
10.0,32,40,0,0,1.0,0.0,0.0
10.0,33,40,0,0,1.0,0.0,0.0
10.0,34,40,0,0,1.0,0.0,0.0
10.0,35,40,0,0,1.0,0.0,0.0
10.0,36,40,0,0,1.0,0.0,0.0
10.0,37,40,0,0,1.0,0.0,0.0
10.0,38,40,0,0,1.0,0.0,0.0
10.0,39,40,0,0,1.0,0.0,0.0
10.0,40,40,0,0,1.0,0.0,0.0
10.0,41,40,0,0,1.0,0.0,0.0
10.0,42,40,0,0,1.0,0.0,0.0
10.0,43,40,0,0,1.0,0.0,0.0
10.0,44,40,0,0,1.0,0.0,0.0
10.0,45,40,0,0,1.0,0.0,0.0
10.0,46,40,0,0,1.0,0.0,0.0
10.0,47,40,0,0,1.0,0.0,0.0
10.0,48,40,0,0,1.0,0.0,0.0
10.0,49,40,0,0,1.0,0.0,0.0
10.0,50,40,0,0,1.0,0.0,0.0
10.0,51,40,0,0,1.0,0.0,0.0
10.0,52,40,0,0,1.0,0.0,0.0
10.0,53,40,0,0,1.0,0.0,0.0
10.0,54,40,0,0,1.0,0.0,0.0
10.0,55,40,0,0,1.0,0.0,0.0
10.0,56,40,0,0,1.0,0.0,0.0
10.0,57,40,0,0,1.0,0.0,0.0
10.0,58,40,0,0,1.0,0.0,0.0
10.0,59,40,0,0,1.0,0.0,0.0
10.0,60,40,0,0,1.0,0.0,0.0
10.0,61,40,0,0,1.0,0.0,0.0
10.0,62,40,0,0,1.0,0.0,0.0
10.0,63,40,0,0,1.0,0.0,0.0
10.0,64,40,0,0,1.0,0.0,0.0
10.0,65,40,0,0,1.0,0.0,0.0
10.0,66,40,0,0,1.0,0.0,0.0
10.0,67,40,0,0,1.0,0.0,0.0
10.0,68,40,0,0,1.0,0.0,0.0
10.0,69,40,0,0,1.0,0.0,0.0
10.0,70,40,0,0,1.0,0.0,0.0
10.0,71,40,0,0,1.0,0.0,0.0
10.0,72,40,0,0,1.0,0.0,0.0
10.0,73,40,0,0,1.0,0.0,0.0
10.0,74,40,0,0,1.0,0.0,0.0
10.0,75,40,0,0,1.0,0.0,0.0
10.0,76,40,0,0,1.0,0.0,0.0
10.0,77,40,0,0,1.0,0.0,0.0
10.0,78,40,0,0,1.0,0.0,0.0
10.0,79,40,0,0,1.0,0.0,0.0
10.0,80,40,0,0,1.0,0.0,0.0
10.0,81,40,0,0,1.0,0.0,0.0
10.0,82,40,0,0,1.0,0.0,0.0
10.0,83,40,0,0,1.0,0.0,0.0
10.0,84,40,0,0,1.0,0.0,0.0
10.0,85,40,0,0,1.0,0.0,0.0
10.0,86,40,0,0,1.0,0.0,0.0
10.0,87,40,0,0,1.0,0.0,0.0
10.0,88,40,0,0,1.0,0.0,0.0
10.0,89,40,0,0,1.0,0.0,0.0
10.0,90,40,0,0,1.0,0.0,0.0
10.0,91,40,0,0,1.0,0.0,0.0
10.0,92,40,0,0,1.0,0.0,0.0
10.0,93,40,0,0,1.0,0.0,0.0
10.0,94,40,0,0,1.0,0.0,0.0
10.0,95,40,0,0,1.0,0.0,0.0
10.0,96,40,0,0,1.0,0.0,0.0
10.0,97,40,0,0,1.0,0.0,0.0
10.0,98,40,0,0,1.0,0.0,0.0
10.0,99,40,0,0,1.0,0.0,0.0
